fips,state,year,month,population,unemployment,date,code,minwage,fedminwage,cpi,change,gdp
19,iowa,2012,7,2389557.0,5.1,2012-07-01,IA,8.17,8.17,229.594,-0.1699999999999999,158538.4
20,kansas,2012,7,2175109.0,5.7,2012-07-01,KS,8.17,8.17,229.594,-0.1699999999999999,141818.2
21,kentucky,2012,7,3389137.0,8.2,2012-07-01,KY,8.17,8.17,229.594,-0.1699999999999999,178143.7
22,louisiana,2012,7,3502948.0,6.7,2012-07-01,LA,0.0,8.17,229.594,0.0,235384.7
23,maine,2012,7,1082354.0,7.2,2012-07-01,ME,8.45,8.17,229.594,-0.1699999999999999,53679.7
24,maryland,2012,7,4603555.0,6.9,2012-07-01,MD,8.17,8.17,229.594,-0.1699999999999999,332523.5
25,massachusetts,2012,7,5353276.0,6.7,2012-07-01,MA,9.01,8.17,229.594,-0.1899999999999995,442916.9
26,michigan,2012,7,7792111.0,9.0,2012-07-01,MI,8.34,8.17,229.594,-0.1699999999999999,422691.2
27,minnesota,2012,7,4185165.0,5.7,2012-07-01,MN,5.91,8.17,229.594,-0.1299999999999999,298328.3
28,mississippi,2012,7,2253714.0,8.8,2012-07-01,MS,0.0,8.17,229.594,0.0,100448.4
29,missouri,2012,7,4670914.0,7.1,2012-07-01,MO,8.17,8.17,229.594,-0.1699999999999999,271535.1
30,montana,2012,7,791138.0,5.9,2012-07-01,MT,4.51,8.17,229.594,-0.0899999999999998,42340.9
31,nebraska,2012,7,1411388.0,3.9,2012-07-01,NE,8.17,8.17,229.594,-0.1699999999999999,102725.9
32,nevada,2012,7,2124233.0,11.6,2012-07-01,NV,8.17,8.17,229.594,-0.1699999999999999,129312.9
33,new hampshire,2012,7,1069209.0,5.6,2012-07-01,NH,8.17,8.17,229.594,-0.1699999999999999,68498.1
34,new jersey,2012,7,6948227.0,9.5,2012-07-01,NJ,8.17,8.17,229.594,-0.1699999999999999,517195.9
35,new mexico,2012,7,1593321.0,6.9,2012-07-01,NM,8.45,8.17,229.594,-0.1699999999999999,87925.2
36,new york,2012,7,15566184.0,8.7,2012-07-01,NY,8.17,8.17,229.594,-0.1699999999999999,1328233.5
51000,new york city,2012,7,6695340.0,9.5,2012-07-01,,,,,,
37,north carolina,2012,7,7506733.0,9.5,2012-07-01,NC,8.17,8.17,229.594,-0.1699999999999999,445095.3
38,north dakota,2012,7,544625.0,2.9,2012-07-01,ND,8.17,8.17,229.594,-0.1699999999999999,51832.6
39,ohio,2012,7,9021458.0,7.3,2012-07-01,OH,8.67,8.17,229.594,0.1600000000000001,545740.1
40,oklahoma,2012,7,2895161.0,5.1,2012-07-01,OK,2.25,8.17,229.594,-0.0499999999999998,174874.4
41,oregon,2012,7,3099215.0,8.8,2012-07-01,OR,9.91,8.17,229.594,0.1400000000000005,174611.0
42,pennsylvania,2012,7,10157546.0,7.8,2012-07-01,PA,8.17,8.17,229.594,-0.1699999999999999,647925.9
44,rhode island,2012,7,848183.0,10.3,2012-07-01,RI,8.34,8.17,229.594,-0.1699999999999999,51583.0
45,south carolina,2012,7,3656645.0,9.0,2012-07-01,SC,0.0,8.17,229.594,0.0,177618.1
46,south dakota,2012,7,632148.0,4.1,2012-07-01,SD,8.17,8.17,229.594,-0.1699999999999999,43901.5
47,tennessee,2012,7,5022071.0,8.0,2012-07-01,TN,0.0,8.17,229.594,0.0,286341.5
48,texas,2012,7,19341277.0,6.7,2012-07-01,TX,8.17,8.17,229.594,-0.1699999999999999,1421180.1
49,utah,2012,7,2026680.0,4.8,2012-07-01,UT,8.17,8.17,229.594,-0.1699999999999999,129512.5
50,vermont,2012,7,511355.0,4.9,2012-07-01,VT,9.53,8.17,229.594,0.1600000000000001,29241.3
51,virginia,2012,7,6324085.0,5.9,2012-07-01,VA,8.17,8.17,229.594,-0.1699999999999999,445973.6
53,washington,2012,7,5384419.0,7.8,2012-07-01,WA,10.18,8.17,229.594,0.209999999999999,400530.6
54,west virginia,2012,7,1488109.0,7.4,2012-07-01,WV,8.17,8.17,229.594,-0.1699999999999999,70322.2
55,wisconsin,2012,7,4480877.0,7.0,2012-07-01,WI,8.17,8.17,229.594,-0.1699999999999999,277107.1
56,wyoming,2012,7,444553.0,5.5,2012-07-01,WY,5.8,8.17,229.594,-0.1200000000000001,38855.4
1,alabama,2012,8,3748082.0,8.1,2012-08-01,AL,0.0,8.17,229.594,0.0,189245.5
2,alaska,2012,8,535878.0,7.2,2012-08-01,AK,8.73,8.17,229.594,-0.1799999999999997,58283.6
4,arizona,2012,8,5016602.0,8.2,2012-08-01,AZ,8.62,8.17,229.594,0.1699999999999999,271440.0
5,arkansas,2012,8,2268387.0,7.2,2012-08-01,AR,7.04,8.17,229.594,-0.1500000000000003,108492.1
6,california,2012,8,29335993.0,10.3,2012-08-01,CA,9.01,8.17,229.594,-0.1899999999999995,2113096.4
37,los angeles county,2012,8,7817305.0,10.8,2012-08-01,,,,,,
8,colorado,2012,8,4001980.0,7.9,2012-08-01,CO,8.61,8.17,229.594,0.1499999999999985,276823.1
9,connecticut,2012,8,2847427.0,8.4,2012-08-01,CT,9.29,8.17,229.594,-0.200000000000001,240911.9
10,delaware,2012,8,720044.0,7.1,2012-08-01,DE,8.17,8.17,229.594,-0.1699999999999999,62354.6
11,district of columbia,2012,8,529525.0,8.7,2012-08-01,DC,9.29,8.17,229.594,-0.200000000000001,112157.0
12,florida,2012,8,15465332.0,8.5,2012-08-01,FL,8.64,8.17,229.594,0.3000000000000007,778545.0
13,georgia,2012,8,7489471.0,8.9,2012-08-01,GA,5.8,8.17,229.594,-0.1200000000000001,447764.7
15,hawaii,2012,8,1066807.0,5.7,2012-08-01,HI,8.17,8.17,229.594,-0.1699999999999999,71905.3
16,idaho,2012,8,1194918.0,7.3,2012-08-01,ID,8.17,8.17,229.594,-0.1699999999999999,58323.9
17,illinois,2012,8,9997508.0,9.0,2012-08-01,IL,9.29,8.17,229.594,-0.200000000000001,726399.1
18,indiana,2012,8,5035833.0,8.2,2012-08-01,IN,8.17,8.17,229.594,-0.1699999999999999,300513.9
19,iowa,2012,8,2391195.0,5.0,2012-08-01,IA,8.17,8.17,229.594,-0.1699999999999999,158538.4
20,kansas,2012,8,2176025.0,5.6,2012-08-01,KS,8.17,8.17,229.594,-0.1699999999999999,141818.2
21,kentucky,2012,8,3391439.0,8.2,2012-08-01,KY,8.17,8.17,229.594,-0.1699999999999999,178143.7
22,louisiana,2012,8,3505274.0,6.6,2012-08-01,LA,0.0,8.17,229.594,0.0,235384.7
23,maine,2012,8,1082712.0,7.2,2012-08-01,ME,8.45,8.17,229.594,-0.1699999999999999,53679.7
24,maryland,2012,8,4607139.0,6.9,2012-08-01,MD,8.17,8.17,229.594,-0.1699999999999999,332523.5
25,massachusetts,2012,8,5358546.0,6.7,2012-08-01,MA,9.01,8.17,229.594,-0.1899999999999995,442916.9
26,michigan,2012,8,7796014.0,9.0,2012-08-01,MI,8.34,8.17,229.594,-0.1699999999999999,422691.2
27,minnesota,2012,8,4188566.0,5.7,2012-08-01,MN,5.91,8.17,229.594,-0.1299999999999999,298328.3
28,mississippi,2012,8,2254835.0,8.8,2012-08-01,MS,0.0,8.17,229.594,0.0,100448.4
29,missouri,2012,8,4673088.0,7.0,2012-08-01,MO,8.17,8.17,229.594,-0.1699999999999999,271535.1
30,montana,2012,8,791933.0,5.8,2012-08-01,MT,4.51,8.17,229.594,-0.0899999999999998,42340.9
31,nebraska,2012,8,1412373.0,3.8,2012-08-01,NE,8.17,8.17,229.594,-0.1699999999999999,102725.9
32,nevada,2012,8,2127048.0,11.4,2012-08-01,NV,8.17,8.17,229.594,-0.1699999999999999,129312.9
33,new hampshire,2012,8,1069844.0,5.6,2012-08-01,NH,8.17,8.17,229.594,-0.1699999999999999,68498.1
34,new jersey,2012,8,6951288.0,9.4,2012-08-01,NJ,8.17,8.17,229.594,-0.1699999999999999,517195.9
35,new mexico,2012,8,1594216.0,6.9,2012-08-01,NM,8.45,8.17,229.594,-0.1699999999999999,87925.2
36,new york,2012,8,15574554.0,8.6,2012-08-01,NY,8.17,8.17,229.594,-0.1699999999999999,1328233.5
51000,new york city,2012,8,6699025.0,9.4,2012-08-01,,,,,,
37,north carolina,2012,8,7514995.0,9.5,2012-08-01,NC,8.17,8.17,229.594,-0.1699999999999999,445095.3
38,north dakota,2012,8,545932.0,2.9,2012-08-01,ND,8.17,8.17,229.594,-0.1699999999999999,51832.6
39,ohio,2012,8,9025886.0,7.2,2012-08-01,OH,8.67,8.17,229.594,0.1600000000000001,545740.1
40,oklahoma,2012,8,2897653.0,5.1,2012-08-01,OK,2.25,8.17,229.594,-0.0499999999999998,174874.4
41,oregon,2012,8,3101836.0,8.7,2012-08-01,OR,9.91,8.17,229.594,0.1400000000000005,174611.0
42,pennsylvania,2012,8,10160869.0,7.8,2012-08-01,PA,8.17,8.17,229.594,-0.1699999999999999,647925.9
44,rhode island,2012,8,848493.0,10.1,2012-08-01,RI,8.34,8.17,229.594,-0.1699999999999999,51583.0
45,south carolina,2012,8,3660703.0,8.8,2012-08-01,SC,0.0,8.17,229.594,0.0,177618.1
46,south dakota,2012,8,632789.0,4.1,2012-08-01,SD,8.17,8.17,229.594,-0.1699999999999999,43901.5
47,tennessee,2012,8,5026242.0,7.9,2012-08-01,TN,0.0,8.17,229.594,0.0,286341.5
48,texas,2012,8,19372177.0,6.6,2012-08-01,TX,8.17,8.17,229.594,-0.1699999999999999,1421180.1
49,utah,2012,8,2030026.0,4.7,2012-08-01,UT,8.17,8.17,229.594,-0.1699999999999999,129512.5
50,vermont,2012,8,511540.0,4.8,2012-08-01,VT,9.53,8.17,229.594,0.1600000000000001,29241.3
51,virginia,2012,8,6329538.0,5.9,2012-08-01,VA,8.17,8.17,229.594,-0.1699999999999999,445973.6
53,washington,2012,8,5389609.0,7.6,2012-08-01,WA,10.18,8.17,229.594,0.209999999999999,400530.6
54,west virginia,2012,8,1488197.0,7.4,2012-08-01,WV,8.17,8.17,229.594,-0.1699999999999999,70322.2
55,wisconsin,2012,8,4483459.0,6.9,2012-08-01,WI,8.17,8.17,229.594,-0.1699999999999999,277107.1
56,wyoming,2012,8,444980.0,5.5,2012-08-01,WY,5.8,8.17,229.594,-0.1200000000000001,38855.4
1,alabama,2012,9,3750371.0,7.9,2012-09-01,AL,0.0,8.17,229.594,0.0,189245.5
2,alaska,2012,9,536044.0,7.1,2012-09-01,AK,8.73,8.17,229.594,-0.1799999999999997,58283.6
4,arizona,2012,9,5023844.0,8.1,2012-09-01,AZ,8.62,8.17,229.594,0.1699999999999999,271440.0
5,arkansas,2012,9,2269551.0,7.2,2012-09-01,AR,7.04,8.17,229.594,-0.1500000000000003,108492.1
6,california,2012,9,29367307.0,10.2,2012-09-01,CA,9.01,8.17,229.594,-0.1899999999999995,2113096.4
37,los angeles county,2012,9,7823191.0,10.7,2012-09-01,,,,,,
8,colorado,2012,9,4008367.0,7.8,2012-09-01,CO,8.61,8.17,229.594,0.1499999999999985,276823.1
9,connecticut,2012,9,2848760.0,8.4,2012-09-01,CT,9.29,8.17,229.594,-0.200000000000001,240911.9
10,delaware,2012,9,720904.0,7.1,2012-09-01,DE,8.17,8.17,229.594,-0.1699999999999999,62354.6
11,district of columbia,2012,9,530524.0,8.6,2012-09-01,DC,9.29,8.17,229.594,-0.200000000000001,112157.0
12,florida,2012,9,15487278.0,8.4,2012-09-01,FL,8.64,8.17,229.594,0.3000000000000007,778545.0
13,georgia,2012,9,7496368.0,8.8,2012-09-01,GA,5.8,8.17,229.594,-0.1200000000000001,447764.7
15,hawaii,2012,9,1067398.0,5.5,2012-09-01,HI,8.17,8.17,229.594,-0.1699999999999999,71905.3
16,idaho,2012,9,1196379.0,7.2,2012-09-01,ID,8.17,8.17,229.594,-0.1699999999999999,58323.9
17,illinois,2012,9,10001763.0,9.0,2012-09-01,IL,9.29,8.17,229.594,-0.200000000000001,726399.1
18,indiana,2012,9,5039417.0,8.2,2012-09-01,IN,8.17,8.17,229.594,-0.1699999999999999,300513.9
19,iowa,2012,9,2393002.0,5.0,2012-09-01,IA,8.17,8.17,229.594,-0.1699999999999999,158538.4
20,kansas,2012,9,2176962.0,5.6,2012-09-01,KS,8.17,8.17,229.594,-0.1699999999999999,141818.2
21,kentucky,2012,9,3393813.0,8.1,2012-09-01,KY,8.17,8.17,229.594,-0.1699999999999999,178143.7
22,louisiana,2012,9,3507678.0,6.5,2012-09-01,LA,0.0,8.17,229.594,0.0,235384.7
23,maine,2012,9,1083081.0,7.2,2012-09-01,ME,8.45,8.17,229.594,-0.1699999999999999,53679.7
24,maryland,2012,9,4610857.0,6.8,2012-09-01,MD,8.17,8.17,229.594,-0.1699999999999999,332523.5
25,massachusetts,2012,9,5364133.0,6.7,2012-09-01,MA,9.01,8.17,229.594,-0.1899999999999995,442916.9
26,michigan,2012,9,7800273.0,9.0,2012-09-01,MI,8.34,8.17,229.594,-0.1699999999999999,422691.2
27,minnesota,2012,9,4192145.0,5.6,2012-09-01,MN,5.91,8.17,229.594,-0.1299999999999999,298328.3
28,mississippi,2012,9,2255957.0,8.7,2012-09-01,MS,0.0,8.17,229.594,0.0,100448.4
29,missouri,2012,9,4675357.0,7.0,2012-09-01,MO,8.17,8.17,229.594,-0.1699999999999999,271535.1
30,montana,2012,9,792794.0,5.7,2012-09-01,MT,4.51,8.17,229.594,-0.0899999999999998,42340.9
31,nebraska,2012,9,1413365.0,3.8,2012-09-01,NE,8.17,8.17,229.594,-0.1699999999999999,102725.9
32,nevada,2012,9,2129876.0,11.2,2012-09-01,NV,8.17,8.17,229.594,-0.1699999999999999,129312.9
33,new hampshire,2012,9,1070476.0,5.6,2012-09-01,NH,8.17,8.17,229.594,-0.1699999999999999,68498.1
34,new jersey,2012,9,6954698.0,9.4,2012-09-01,NJ,8.17,8.17,229.594,-0.1699999999999999,517195.9
35,new mexico,2012,9,1595140.0,6.9,2012-09-01,NM,8.45,8.17,229.594,-0.1699999999999999,87925.2
36,new york,2012,9,15583608.0,8.6,2012-09-01,NY,8.17,8.17,229.594,-0.1699999999999999,1328233.5
51000,new york city,2012,9,6702733.0,9.3,2012-09-01,,,,,,
37,north carolina,2012,9,7523085.0,9.5,2012-09-01,NC,8.17,8.17,229.594,-0.1699999999999999,445095.3
38,north dakota,2012,9,547240.0,2.9,2012-09-01,ND,8.17,8.17,229.594,-0.1699999999999999,51832.6
39,ohio,2012,9,9030686.0,7.2,2012-09-01,OH,8.67,8.17,229.594,0.1600000000000001,545740.1
40,oklahoma,2012,9,2900237.0,5.1,2012-09-01,OK,2.25,8.17,229.594,-0.0499999999999998,174874.4
41,oregon,2012,9,3104634.0,8.7,2012-09-01,OR,9.91,8.17,229.594,0.1400000000000005,174611.0
42,pennsylvania,2012,9,10164609.0,7.7,2012-09-01,PA,8.17,8.17,229.594,-0.1699999999999999,647925.9
44,rhode island,2012,9,848814.0,10.0,2012-09-01,RI,8.34,8.17,229.594,-0.1699999999999999,51583.0
45,south carolina,2012,9,3664894.0,8.7,2012-09-01,SC,0.0,8.17,229.594,0.0,177618.1
46,south dakota,2012,9,633461.0,4.0,2012-09-01,SD,8.17,8.17,229.594,-0.1699999999999999,43901.5
47,tennessee,2012,9,5030564.0,7.8,2012-09-01,TN,0.0,8.17,229.594,0.0,286341.5
48,texas,2012,9,19403718.0,6.5,2012-09-01,TX,8.17,8.17,229.594,-0.1699999999999999,1421180.1
49,utah,2012,9,2033498.0,4.7,2012-09-01,UT,8.17,8.17,229.594,-0.1699999999999999,129512.5
50,vermont,2012,9,511749.0,4.8,2012-09-01,VT,9.53,8.17,229.594,0.1600000000000001,29241.3
51,virginia,2012,9,6334899.0,5.8,2012-09-01,VA,8.17,8.17,229.594,-0.1699999999999999,445973.6
53,washington,2012,9,5394909.0,7.4,2012-09-01,WA,10.18,8.17,229.594,0.209999999999999,400530.6
54,west virginia,2012,9,1488356.0,7.4,2012-09-01,WV,8.17,8.17,229.594,-0.1699999999999999,70322.2
55,wisconsin,2012,9,4486283.0,6.9,2012-09-01,WI,8.17,8.17,229.594,-0.1699999999999999,277107.1
56,wyoming,2012,9,445436.0,5.4,2012-09-01,WY,5.8,8.17,229.594,-0.1200000000000001,38855.4
1,alabama,2012,10,3752500.0,7.8,2012-10-01,AL,0.0,8.17,229.594,0.0,189245.5
2,alaska,2012,10,536291.0,7.1,2012-10-01,AK,8.73,8.17,229.594,-0.1799999999999997,58283.6
4,arizona,2012,10,5030865.0,8.1,2012-10-01,AZ,8.62,8.17,229.594,0.1699999999999999,271440.0
5,arkansas,2012,10,2270630.0,7.2,2012-10-01,AR,7.04,8.17,229.594,-0.1500000000000003,108492.1
6,california,2012,10,29397331.0,10.0,2012-10-01,CA,9.01,8.17,229.594,-0.1899999999999995,2113096.4
37,los angeles county,2012,10,7829051.0,10.5,2012-10-01,,,,,,
8,colorado,2012,10,4014667.0,7.6,2012-10-01,CO,8.61,8.17,229.594,0.1499999999999985,276823.1
9,connecticut,2012,10,2849989.0,8.3,2012-10-01,CT,9.29,8.17,229.594,-0.200000000000001,240911.9
10,delaware,2012,10,721681.0,7.1,2012-10-01,DE,8.17,8.17,229.594,-0.1699999999999999,62354.6
11,district of columbia,2012,10,531530.0,8.6,2012-10-01,DC,9.29,8.17,229.594,-0.200000000000001,112157.0
12,florida,2012,10,15508601.0,8.3,2012-10-01,FL,8.64,8.17,229.594,0.3000000000000007,778545.0
13,georgia,2012,10,7503210.0,8.7,2012-10-01,GA,5.8,8.17,229.594,-0.1200000000000001,447764.7
15,hawaii,2012,10,1068094.0,5.3,2012-10-01,HI,8.17,8.17,229.594,-0.1699999999999999,71905.3
16,idaho,2012,10,1197771.0,7.2,2012-10-01,ID,8.17,8.17,229.594,-0.1699999999999999,58323.9
17,illinois,2012,10,10005658.0,9.0,2012-10-01,IL,9.29,8.17,229.594,-0.200000000000001,726399.1
18,indiana,2012,10,5042788.0,8.2,2012-10-01,IN,8.17,8.17,229.594,-0.1699999999999999,300513.9
19,iowa,2012,10,2394680.0,5.0,2012-10-01,IA,8.17,8.17,229.594,-0.1699999999999999,158538.4
20,kansas,2012,10,2177847.0,5.6,2012-10-01,KS,8.17,8.17,229.594,-0.1699999999999999,141818.2
21,kentucky,2012,10,3396151.0,8.1,2012-10-01,KY,8.17,8.17,229.594,-0.1699999999999999,178143.7
22,louisiana,2012,10,3510000.0,6.4,2012-10-01,LA,0.0,8.17,229.594,0.0,235384.7
23,maine,2012,10,1083447.0,7.1,2012-10-01,ME,8.45,8.17,229.594,-0.1699999999999999,53679.7
24,maryland,2012,10,4614496.0,6.8,2012-10-01,MD,8.17,8.17,229.594,-0.1699999999999999,332523.5
25,massachusetts,2012,10,5369430.0,6.7,2012-10-01,MA,9.01,8.17,229.594,-0.1899999999999995,442916.9
26,michigan,2012,10,7804152.0,9.0,2012-10-01,MI,8.34,8.17,229.594,-0.1699999999999999,422691.2
27,minnesota,2012,10,4195557.0,5.6,2012-10-01,MN,5.91,8.17,229.594,-0.1299999999999999,298328.3
28,mississippi,2012,10,2257102.0,8.7,2012-10-01,MS,0.0,8.17,229.594,0.0,100448.4
29,missouri,2012,10,4677466.0,7.0,2012-10-01,MO,8.17,8.17,229.594,-0.1699999999999999,271535.1
30,montana,2012,10,793568.0,5.6,2012-10-01,MT,4.51,8.17,229.594,-0.0899999999999998,42340.9
31,nebraska,2012,10,1414318.0,3.8,2012-10-01,NE,8.17,8.17,229.594,-0.1699999999999999,102725.9
32,nevada,2012,10,2132662.0,11.1,2012-10-01,NV,8.17,8.17,229.594,-0.1699999999999999,129312.9
33,new hampshire,2012,10,1071126.0,5.6,2012-10-01,NH,8.17,8.17,229.594,-0.1699999999999999,68498.1
34,new jersey,2012,10,6957710.0,9.3,2012-10-01,NJ,8.17,8.17,229.594,-0.1699999999999999,517195.9
35,new mexico,2012,10,1595974.0,6.9,2012-10-01,NM,8.45,8.17,229.594,-0.1699999999999999,87925.2
36,new york,2012,10,15591781.0,8.5,2012-10-01,NY,8.17,8.17,229.594,-0.1699999999999999,1328233.5
51000,new york city,2012,10,6706443.0,9.2,2012-10-01,,,,,,
37,north carolina,2012,10,7531080.0,9.5,2012-10-01,NC,8.17,8.17,229.594,-0.1699999999999999,445095.3
38,north dakota,2012,10,548547.0,3.0,2012-10-01,ND,8.17,8.17,229.594,-0.1699999999999999,51832.6
39,ohio,2012,10,9035065.0,7.2,2012-10-01,OH,8.67,8.17,229.594,0.1600000000000001,545740.1
40,oklahoma,2012,10,2902708.0,5.1,2012-10-01,OK,2.25,8.17,229.594,-0.0499999999999998,174874.4
41,oregon,2012,10,3107259.0,8.6,2012-10-01,OR,9.91,8.17,229.594,0.1400000000000005,174611.0
42,pennsylvania,2012,10,10167893.0,7.7,2012-10-01,PA,8.17,8.17,229.594,-0.1699999999999999,647925.9
44,rhode island,2012,10,849110.0,9.8,2012-10-01,RI,8.34,8.17,229.594,-0.1699999999999999,51583.0
45,south carolina,2012,10,3669142.0,8.6,2012-10-01,SC,0.0,8.17,229.594,0.0,177618.1
46,south dakota,2012,10,634099.0,4.0,2012-10-01,SD,8.17,8.17,229.594,-0.1699999999999999,43901.5
47,tennessee,2012,10,5034781.0,7.8,2012-10-01,TN,0.0,8.17,229.594,0.0,286341.5
48,texas,2012,10,19434632.0,6.5,2012-10-01,TX,8.17,8.17,229.594,-0.1699999999999999,1421180.1
49,utah,2012,10,2036856.0,4.6,2012-10-01,UT,8.17,8.17,229.594,-0.1699999999999999,129512.5
50,vermont,2012,10,511935.0,4.7,2012-10-01,VT,9.53,8.17,229.594,0.1600000000000001,29241.3
51,virginia,2012,10,6340613.0,5.7,2012-10-01,VA,8.17,8.17,229.594,-0.1699999999999999,445973.6
53,washington,2012,10,5400070.0,7.2,2012-10-01,WA,10.18,8.17,229.594,0.209999999999999,400530.6
54,west virginia,2012,10,1488439.0,7.3,2012-10-01,WV,8.17,8.17,229.594,-0.1699999999999999,70322.2
55,wisconsin,2012,10,4488898.0,6.8,2012-10-01,WI,8.17,8.17,229.594,-0.1699999999999999,277107.1
56,wyoming,2012,10,445861.0,5.3,2012-10-01,WY,5.8,8.17,229.594,-0.1200000000000001,38855.4
1,alabama,2012,11,3754422.0,7.8,2012-11-01,AL,0.0,8.17,229.594,0.0,189245.5
2,alaska,2012,11,536679.0,7.1,2012-11-01,AK,8.73,8.17,229.594,-0.1799999999999997,58283.6
4,arizona,2012,11,5037642.0,8.1,2012-11-01,AZ,8.62,8.17,229.594,0.1699999999999999,271440.0
5,arkansas,2012,11,2271525.0,7.2,2012-11-01,AR,7.04,8.17,229.594,-0.1500000000000003,108492.1
6,california,2012,11,29427545.0,9.9,2012-11-01,CA,9.01,8.17,229.594,-0.1899999999999995,2113096.4
37,los angeles county,2012,11,7834629.0,10.5,2012-11-01,,,,,,
8,colorado,2012,11,4020894.0,7.5,2012-11-01,CO,8.61,8.17,229.594,0.1499999999999985,276823.1
9,connecticut,2012,11,2851060.0,8.3,2012-11-01,CT,9.29,8.17,229.594,-0.200000000000001,240911.9
10,delaware,2012,11,722434.0,7.1,2012-11-01,DE,8.17,8.17,229.594,-0.1699999999999999,62354.6
11,district of columbia,2012,11,532434.0,8.6,2012-11-01,DC,9.29,8.17,229.594,-0.200000000000001,112157.0
12,florida,2012,11,15529025.0,8.2,2012-11-01,FL,8.64,8.17,229.594,0.3000000000000007,778545.0
13,georgia,2012,11,7510285.0,8.7,2012-11-01,GA,5.8,8.17,229.594,-0.1200000000000001,447764.7
15,hawaii,2012,11,1069163.0,5.2,2012-11-01,HI,8.17,8.17,229.594,-0.1699999999999999,71905.3
16,idaho,2012,11,1199143.0,7.1,2012-11-01,ID,8.17,8.17,229.594,-0.1699999999999999,58323.9
17,illinois,2012,11,10009289.0,9.0,2012-11-01,IL,9.29,8.17,229.594,-0.200000000000001,726399.1
18,indiana,2012,11,5045719.0,8.2,2012-11-01,IN,8.17,8.17,229.594,-0.1699999999999999,300513.9
19,iowa,2012,11,2396074.0,4.9,2012-11-01,IA,8.17,8.17,229.594,-0.1699999999999999,158538.4
20,kansas,2012,11,2178728.0,5.6,2012-11-01,KS,8.17,8.17,229.594,-0.1699999999999999,141818.2
21,kentucky,2012,11,3398358.0,8.1,2012-11-01,KY,8.17,8.17,229.594,-0.1699999999999999,178143.7
22,louisiana,2012,11,3512113.0,6.5,2012-11-01,LA,0.0,8.17,229.594,0.0,235384.7
23,maine,2012,11,1083716.0,7.1,2012-11-01,ME,8.45,8.17,229.594,-0.1699999999999999,53679.7
24,maryland,2012,11,4617887.0,6.8,2012-11-01,MD,8.17,8.17,229.594,-0.1699999999999999,332523.5
25,massachusetts,2012,11,5374322.0,6.7,2012-11-01,MA,9.01,8.17,229.594,-0.1899999999999995,442916.9
26,michigan,2012,11,7807358.0,9.0,2012-11-01,MI,8.34,8.17,229.594,-0.1699999999999999,422691.2
27,minnesota,2012,11,4198575.0,5.5,2012-11-01,MN,5.91,8.17,229.594,-0.1299999999999999,298328.3
28,mississippi,2012,11,2258163.0,8.6,2012-11-01,MS,0.0,8.17,229.594,0.0,100448.4
29,missouri,2012,11,4679343.0,7.0,2012-11-01,MO,8.17,8.17,229.594,-0.1699999999999999,271535.1
30,montana,2012,11,794361.0,5.6,2012-11-01,MT,4.51,8.17,229.594,-0.0899999999999998,42340.9
31,nebraska,2012,11,1415169.0,3.8,2012-11-01,NE,8.17,8.17,229.594,-0.1699999999999999,102725.9
32,nevada,2012,11,2135395.0,10.9,2012-11-01,NV,8.17,8.17,229.594,-0.1699999999999999,129312.9
33,new hampshire,2012,11,1071681.0,5.6,2012-11-01,NH,8.17,8.17,229.594,-0.1699999999999999,68498.1
34,new jersey,2012,11,6960227.0,9.3,2012-11-01,NJ,8.17,8.17,229.594,-0.1699999999999999,517195.9
35,new mexico,2012,11,1596869.0,7.0,2012-11-01,NM,8.45,8.17,229.594,-0.1699999999999999,87925.2
36,new york,2012,11,15598977.0,8.4,2012-11-01,NY,8.17,8.17,229.594,-0.1699999999999999,1328233.5
51000,new york city,2012,11,6709860.0,9.2,2012-11-01,,,,,,
37,north carolina,2012,11,7539565.0,9.5,2012-11-01,NC,8.17,8.17,229.594,-0.1699999999999999,445095.3
38,north dakota,2012,11,549819.0,3.0,2012-11-01,ND,8.17,8.17,229.594,-0.1699999999999999,51832.6
39,ohio,2012,11,9038657.0,7.3,2012-11-01,OH,8.67,8.17,229.594,0.1600000000000001,545740.1
40,oklahoma,2012,11,2905208.0,5.1,2012-11-01,OK,2.25,8.17,229.594,-0.0499999999999998,174874.4
41,oregon,2012,11,3109580.0,8.6,2012-11-01,OR,9.91,8.17,229.594,0.1400000000000005,174611.0
42,pennsylvania,2012,11,10170070.0,7.7,2012-11-01,PA,8.17,8.17,229.594,-0.1699999999999999,647925.9
44,rhode island,2012,11,849371.0,9.7,2012-11-01,RI,8.34,8.17,229.594,-0.1699999999999999,51583.0
45,south carolina,2012,11,3673606.0,8.5,2012-11-01,SC,0.0,8.17,229.594,0.0,177618.1
46,south dakota,2012,11,634713.0,3.9,2012-11-01,SD,8.17,8.17,229.594,-0.1699999999999999,43901.5
47,tennessee,2012,11,5038650.0,7.8,2012-11-01,TN,0.0,8.17,229.594,0.0,286341.5
48,texas,2012,11,19465766.0,6.5,2012-11-01,TX,8.17,8.17,229.594,-0.1699999999999999,1421180.1
49,utah,2012,11,2040092.0,4.6,2012-11-01,UT,8.17,8.17,229.594,-0.1699999999999999,129512.5
50,vermont,2012,11,512079.0,4.7,2012-11-01,VT,9.53,8.17,229.594,0.1600000000000001,29241.3
51,virginia,2012,11,6346515.0,5.7,2012-11-01,VA,8.17,8.17,229.594,-0.1699999999999999,445973.6
53,washington,2012,11,5405191.0,7.1,2012-11-01,WA,10.18,8.17,229.594,0.209999999999999,400530.6
